No.,Title,Members,Status,Scope,Type,Upgraded,Upgraded Status,Year of Signature (Upgraded),Year of Enforcement/Termination (Upgraded),Trade in Goods,Year of Signature (Goods),Year of Enforcement/ Termination (Goods),WTO Notification  (Goods),WTO Notification Link,WTO Notification Year (Goods),WTO Consideration Process (Goods),SPS/TBT ,Anti-Dumping Duty, Safeguard,Trade in Services,Year of Signature (Services),Year of Enforcement/ Termination (Services),WTO Notification (Services),WTO Notification Year (Services),WTO Consideration Process (Services),Liberalization Approach (Services),Investment,Year of Signature (Investment),Year of Enforcement/ Termination  (Investment),Liberatlization approach (Investment),BIT (Source UNCTAD),Trade Facilitation & Customs Cooperation,Government Procurement,Competition Policy,Intellectual Property,Dispute Settlement,Temporary Movement of Natural Persons ,Sustainable Development Related Provisions,Sustainable Development by Concept,Labour protection,Human Rights,Gender,Health,Environment,SMEs,Technical Cooperation,Transparency,Financial Services,Telecommunications,E-commerce,"Online Consumer Protection 
(in E-commerce Chapter)","Personal Data Protection 
(in E-commerce Chapter)","Data flows 
(in E-commerce Chapter)",Link to website
278,Singapore-Ukraine,Singapore; Ukraine,Under Negotiation,Bilateral,FTA & EIA,No,No,No,No,Yes,N/A,N/A,N/A,http://rtais.wto.org/UI/PublicShowEARTAIDCard.aspx?rtaid=499,N/A,N/A,Yes,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,Yes,N/A,N/A,N/A,In force,Yes,Yes,Yes,Yes,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://www.mti.gov.sg/Newsroom/Press-Releases/2007/05/Ukraine-and-Singapore-to-negotiate-Free-Trade-Agreement
279,Singapore-United Kingdom,Singapore; United Kingdom,Entry into Force,Bilateral,FTA & EIA,No,No,No,No,Yes,2020,2021,2021,https://rtais.wto.org/UI/PublicShowRTAIDCard.aspx?rtaid=1128,2020,Factual Presentation being finalized,Yes,No,No,Yes,2020,2021,GATS Art. V,2021,Factual Presentation being finalized,Positive,Yes,2020,2021,Positive,In force,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,https://www.enterprisesg.gov.sg/grow-your-business/go-global/international-agreements/free-trade-agreements/find-an-fta/uksfta
280,Singapore-United Kingdom Digital Economy Agreement,Singapore; United Kingdom,Entry into Force,Bilateral,Digital,No,No,No,No,Yes,2022,2022,2022,No,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,Yes,No,N/A,N/A,N/A,N/A,Yes,Yes,Yes,No,Yes,No,No,Yes,N/A,N/A,Yes,N/A,Yes,Yes,Yes,Yes,"https://www.mti.gov.sg/Trade/Digital-Economy-Agreements/UKSDEA#:~:text=The%20UK%2DSingapore%20Digital%20Economy,their%20respective%20domestic%20ratification%20processes."
281,Singapore-United States of America ,Singapore; United States of America,Entry into Force,Bilateral,FTA & EIA,No,No,No,No,Yes,2003,2004,2004,http://rtais.wto.org/UI/PublicShowRTAIDCard.aspx?rtaid=58,2003,Factual Abstract distributed ,Yes,Yes,Yes,Yes,2003,2004,GATS Art. V,2003,Factual Abstract distributed ,Negative,Yes,2003,2004,Negative,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,http://www.ustr.gov/trade-agreements/free-trade-agreements/singapore-fta/final-text
282,South Asian Free Trade Area (SAFTA) and SAARC Agreement on Trade in Services (SATIS),Afghanistan; Bangladesh; Bhutan; India; Maldives; Nepal; Pakistan; Sri Lanka,Entry into Force,Plurilateral,FTA & EIA,No,No,No,No,Yes,2004,2006,2006,http://rtais.wto.org/UI/PublicShowRTAIDCard.aspx?rtaid=188,2008,Awaiting data from the parties,Yes,Yes,Yes,Yes,2010,2012,No notification,No,Awaiting data from the parties,Positive,No,No,No,No,No,Yes,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,https://commerce.gov.in/wp-content/uploads/2020/05/SAARC-Agreement-on-Trade-in-Services-SATS.pdf
283,South Pacific Regional Trade and Economic Co-operation Agreement (SPARTECA) ,Australia; Cook Islands; Fiji; Kiribati; Marshall Islands; Micronesia (Federated States of); Nauru; New Zealand; Niue; Papua New Guinea; Samoa; Solomon Islands; Tonga; Tuvalu; Vanuatu,Entry into Force,Plurilateral ,Partial Scope Agreement,No,No,No,No,Yes,1980,1981,1981,http://rtais.wto.org/UI/PublicShowRTAIDCard.aspx?rtaid=136,1981,No report ,No,Yes,Yes,No,No,No,No notification,No,No report,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,http://www.worldtradelaw.net/fta/agreements/spartecafta.pdf.download
284,Sri Lanka-Iran (Islamic Republic of),Sri Lanka; Iran (Islamic Republic of),Entry into force,Bilateral,Free Trade Agreement,No,No,No,No,Yes,2004,2004,2004,No,No,No report ,No,No,No,No,No,No,No notification,No,No report,No,No,No,No,No,In force,N/A,N/A,N/A,N/A,N/A,N/A,No,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,http://www.doc.gov.lk/index.php?option=com_content&view=article&id=10:joint-trade-and-economic-cooperation&catid=9&lang=en&Itemid=141#sri-lanka-iran
285,Sri Lanka-Thailand,Sri Lanka; Thailand,Under Negotiation,Bilateral,Free Trade Agreement,No,No,No,No,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,In force,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"https://www.doc.gov.lk/index.php?option=com_content&view=article&id=305&Itemid=244&lang=en#:~:text=With%20the%20approval%20of%20the,relevant%20Annexes%20of%20the%20agreement."
286,Tajikistan-Belarus ,Tajikistan; Belarus,Entry into Force,Bilateral,Free Trade Agreement,No,No,No,No,Yes,1998,1998,1998,No,No,No report ,No,No,No,No,No,No,No notification,No,No report,No,No,No,No,No,In force,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,http://aric.adb.org/fta/tajikistan-belarus-free-trade-agreement
287,Tajikistan-Kazakhstan,Tajikistan; Kazakhstan,Entry into Force,Bilateral,Free Trade Agreement,No,No,No,No,Yes,1995,1997,1997,No,No,No report ,No,No,No,No,No,No,No notification,No,No report,No,No,No,No,No,In force,N/A,N/A,N/A,N/A,N/A,N/A,No,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://www.bascd.org/tajikistan-free-trade-agreements/
288,Tajikistan-Ukraine,Tajikistan; Ukraine,Entry into Force,Bilateral,Free Trade Agreement,No,No,No,No,Yes,2001,2002,2002,http://rtais.wto.org/UI/PublicShowRTAIDCard.aspx?rtaid=576,2008,Factual Presentation not distributed  ,No,No,No,No,No,No,No notification,No,No report,No,No,No,No,No,In force,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,http://rtais.wto.org/rtadocs/576/TOA/English/FTA Ukraine - Tajikistan_ToA.doc
289,Tajikistan-Uzbekistan,Tajikistan; Uzbekistan,Entry into Force,Bilateral,Free Trade Agreement,No,No,No,No,Yes,1996,1996,1996,No,No,No report ,No,No,No,No,No,No,No notification,No,No report,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,https://aric.adb.org/fta/tajikistan-uzbekistan-free-trade-agreement
290,Thailand-Chile,Thailand; Chile,Entry into Force,Bilateral,FTA & EIA,No,No,No,No,Yes,2013,2015,2015,http://rtais.wto.org/UI/CRShowRTAIDCard.aspx?rtaid=684,2017,Factual Presentation distributed,Yes,Yes,Yes,Yes,2013,2015,GATS Art. V,2017,Factual Presentation distributed,Positive,No,No,No,No,No,Yes,No,No,No,Yes,No,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,http://www.sice.oas.org/Trade/CHL_THA_Final/CHL_THA_Index_PDF_e.asp
291,Thailand-European Free Trade Association (EFTA),Thailand; Iceland; Liechtenstein; Norway; Switzerland,Under Negotiation,Country - Bloc,Free Trade Agreement,No,No,No,No,Yes,N/A,N/A,N/A,N/A,N/A,N/A,Yes,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,Yes,N/A,N/A,N/A,No,N/A,Yes,Yes,Yes,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://www.efta.int/free-trade/ongoing-negotiations-talks/thailand
292,Thailand-European Union (EU),Thailand; European Union (EU),Under Negotiation,Country - Bloc,FTA & EIA,No,No,No,No,Yes,N/A,N/A,N/A,http://rtais.wto.org/UI/PublicShowEARTAIDCard.aspx?rtaid=885,N/A,N/A,Yes,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,Yes,N/A,N/A,N/A,No,Yes,Yes,Yes,Yes,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,http://ec.europa.eu/trade/policy/countries-and-regions/countries/thailand/
293,Thailand-Peru,Thailand; Peru,Entry into Force,Bilateral,Partial Scope Agreement,No,No,No,No,Yes,2005,2011,2011,No,No,No report ,Yes,Yes,Yes,No,No,No,No notification,No,No report,No,No,No,No,No,In force,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,http://www.sice.oas.org/Trade/PER_THA_FTA/Index_e.asp
294,Thailand-Türkiye,Thailand; Türkiye,Under Negotiation,Bilateral,Free Trade Agreement,No,No,No,No,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,In force,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://www.trade.gov.tr/free-trade-agreements
295,Thailand-United Arab Emirates ,Thailand; United Arab Emirates,Under Negotiation,Bilateral,FTA & EIA,No,No,No,No,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://www.nationthailand.com/thailand/policies/40026756
296,Thailand-United States of America,Thailand; United States of America,Under Negotiation,Bilateral ,Free Trade Agreement,No,No,No,No,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://ustr.gov/archive/Trade_Agreements/Bilateral/Thail_FTA/Section_Index.html
297,Trade Preferential System among the Organisation of the Islamic Conference (TPS/OIC),Bahrain; Bangladesh; Iran (Islamic Republic of); Jordan; Kuwait; Malaysia; Morocco; Oman; Pakistan; Qatar; Saudi Arabia; Syria; Türkiye; United Arab Emirates,Entry into Force,Plurilateral,Partial Scope Agreement,No,No,No,No,Yes,N/A,2002,2002,No,No,No report ,No,No,No,No,No,No,No notification,No,No report,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,https://mincom.portal.gov.bd/sites/default/files/files/mincom.portal.gov.bd/page/973880a5_4749_4345_9687_529c657681a2/TPS-OIC_Framework%20Agreement.pdf
298,Trans-Pacific Strategic Economic Partnership Agreement (Trans-Pacific SEPA) (P4),Brunei Darussalam; Chile; New Zealand; Singapore,Entry into Force,Plurilateral,FTA & EIA,No,No,No,No,Yes,2005,2006,2006,http://rtais.wto.org/UI/PublicShowRTAIDCard.aspx?rtaid=9,2007,Factual Presentation distributed,Yes,Yes,Yes,Yes,2005,2006,GATS Art. V,2007,Factual Presentation distributed,Negative,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,No,No,No,https://www.mfat.govt.nz/vn/trade/free-trade-agreements/free-trade-agreements-in-force/trans-pacific-strategic-economic-partnership-p4/
299,Trans-Pacific Partnership Agreement (TPP),Australia; Brunei Darussalam; Canada; Chile; Japan; Malaysia; Mexico; New Zealand; Peru; Singapore; Viet Nam; United States of America,Signed & Pending ratification,Plurilateral,FTA & EIA,No,No,No,No,Yes,2016,N/A,N/A,No,No,No report ,Yes,Yes,Yes,Yes,2016,2019,No notification,No,No report,No,Yes,2016,N/A,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,https://www.dfat.gov.au/trade/agreements/not-yet-in-force/tpp/Pages/tpp-text-and-associated-documents
300,Treaty on a Free Trade Area between members of the Commonwealth of Independent States (CIS) ,Armenia; Belarus; Kazakhstan; Kyrgyzstan; Republic of Moldova; Russian Federation; Tajikistan; Ukraine,Terminated,Plurilateral,Free Trade Agreement,No,No,No,No,Yes,2011,2012,2012,http://rtais.wto.org/UI/PublicShowRTAIDCard.aspx?rtaid=762,2013,Awaiting comments from the Parties on the Factual Presentation,Yes,Yes,Yes,No,No,No,No notification,No,No report,No,No,No,No,No,No,Yes,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,http://rtais.wto.org/UI/PublicShowRTAIDCard.aspx?rtaid=762 
301,Türkiye-Albania,Türkiye; Albania,Entry into Force,Bilateral,Free Trade Agreement,No,No,No,No,Yes,2006,2008,2008,http://rtais.wto.org/UI/PublicShowRTAIDCard.aspx?rtaid=560,2008,Factual Presentation distributed,Yes,Yes,Yes,No,No,No,No notification,No,No report,No,No,No,No,No,In force,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,https://www.trade.gov.tr/free-trade-agreements/albania
302,Türkiye-Bosnia Herzegovina,Türkiye; Bosnia Herzegovina,Entry into Force,Bilateral,Free Trade Agreement,No,No,No,No,Yes,2002,2003,2003,http://rtais.wto.org/UI/PublicShowRTAIDCard.aspx?rtaid=61,2003,Factual Presentation not distributed  ,Yes,Yes,Yes,No,No,No,No notification,No,No report,No,No,No,No,No,In force,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,https://www.trade.gov.tr/free-trade-agreements/bosnia-herzegovina
303,Türkiye-Cameroon,Türkiye; Cameroon,Under Negotiation,Bilateral,Free Trade Agreement,No,No,No,No,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,Signed,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://www.trade.gov.tr/free-trade-agreements
304,Türkiye-Chad,Türkiye; Chad,Under Negotiation,Bilateral,Free Trade Agreement,No,No,No,No,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,Signed,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://www.trade.gov.tr/free-trade-agreements
305,Türkiye-Chile,Türkiye; Chile,Entry into Force,Bilateral,Free Trade Agreement,No,No,No,No,Yes,2009,2011,2011,http://rtais.wto.org/UI/PublicShowRTAIDCard.aspx?rtaid=539,2011,Factual Presentation distributed,Yes,Yes,Yes,No,No,No,No notification,No,No report,No,No,No,No,No,Signed,Yes,No,No,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,No,No,Yes,Yes,No,No,No,No,No,No,http://www.sice.oas.org/Trade/CHL_TUR_Final/CHL_TUR_Index_e.asp
306,Türkiye-Colombia,Türkiye; Colombia,Under Negotiation,Bilateral,Free Trade Agreement,No,No,No,No,Yes,N/A,N/A,N/A,N/A,N/A,N/A,Yes,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,Signed,Yes,N/A,Yes,Yes,Yes,Yes,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,http://www.sice.oas.org/TPD/COL_TUR/COL_TUR_e.ASP
307,Türkiye-Congo,Türkiye; Congo,Under Negotiation,Bilateral,Free Trade Agreement,No,No,No,No,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,Signed,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://www.trade.gov.tr/free-trade-agreements
308,Türkiye-Djibouti,Türkiye; Djibouti,Under Negotiation,Bilateral,Free Trade Agreement,No,No,No,No,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,In force,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://www.trade.gov.tr/free-trade-agreements
309,Türkiye-Ecuador,Türkiye; Ecuador,Under Negotiation,Bilateral,Free Trade Agreement,No,No,No,No,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
310,Türkiye-Egypt,Türkiye; Egypt,Entry into Force,Bilateral,Free Trade Agreement,No,No,No,No,Yes,2005,2007,2007,http://rtais.wto.org/UI/PublicShowRTAIDCard.aspx?rtaid=2,2007,Factual Presentation distributed,Yes,Yes,Yes,No,No,No,No notification,No,No report,No,No,No,No,No,In force,No,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,https://www.trade.gov.tr/free-trade-agreements/egypt
311,Türkiye-European Free Trade Association (EFTA),Türkiye; Iceland; Liechtenstein; Norway; Switzerland,Entry into Force,Country - Bloc,Free Trade Agreement,No,No,No,No,Yes,1991,1992,1992,http://rtais.wto.org/UI/PublicShowRTAIDCard.aspx?rtaid=129,1992,Report adopted,Yes,Yes,Yes,No,No,No,No notification,No,No report,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,https://www.efta.int/free-trade/Free-Trade-Agreement/Turkey
312,Türkiye-European Union (EU),Türkiye; European Union (EU),Entry into Force,Country - Bloc,Customs Union,No,No,No,No,Yes,1995,1996,1996,http://rtais.wto.org/UI/PublicShowRTAIDCard.aspx?rtaid=118,1995,Factual Abstract distributed ,Yes,No,Yes,No,No,No,No notification,No,No report,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,http://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=OJ:L:1996:035:FULL&from=EN
313,Türkiye-Faroe Islands ,Türkiye; Faroe Islands,Entry into force,Bilateral ,Free Trade Agreement,No,No,No,No,Yes,2014,2017,2017,https://rtais.wto.org/UI/PublicShowRTAIDCard.aspx?rtaid=501,2022,Awaiting data from the parties,Yes,Yes,Yes,No,No,No,No notification,No,No report,No,No,No,No,No,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,https://www.trade.gov.tr/free-trade-agreements/faroe-islands
314,Türkiye-Ghana,Türkiye; Ghana,Under Negotiation,Bilateral,Free Trade Agreement,No,No,No,No,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,Signed,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://www.trade.gov.tr/free-trade-agreements
315,Türkiye-Gulf Cooperation Council (GCC),Türkiye; Bahrain; Kuwait; Oman; Qatar; Saudi Arabia; United Arab Emirates,Under Negotiation,Country - Bloc,Free Trade Agreement,No,No,No,No,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,http://www.mfa.gov.tr/korfez-arap-ulkeleri-isbirligi-konseyi_en.en.mfa
316,Türkiye-Israel,Türkiye; Israel,Entry into Force,Bilateral,Free Trade Agreement,No,No,No,No,Yes,1996,1997,1997,http://rtais.wto.org/UI/PublicShowRTAIDCard.aspx?rtaid=108,1998,Factual Abstract distributed ,Yes,Yes,Yes,No,No,No,No notification,No,No report,No,No,No,No,No,In force,No,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,https://trade.gov.tr/data/5b9111bc13b8770becf1e745/426f0d88a6abd3d657519ad455099e95.pdf
317,Türkiye-Jordan,Türkiye; Jordan,Terminated,Bilateral,Free Trade Agreement,No,No,No,No,Yes,2009,2011/ 2018,2011/ 2018,http://rtais.wto.org/UI/PublicShowRTAIDCard.aspx?rtaid=502,2011,Factual Presentation distributed,No,No,No,No,No,No,No notification,No,No report,No,No,No,No,No,Signed,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,https://www.trade.gov.tr/free-trade-agreements
318,Türkiye-Kosovo,Türkiye; Kosovo,Entry into Force,Bilateral,Free Trade Agreement,No,No,No,No,Yes,2013,2015,2015,https://rtais.wto.org/UI/PublicShowRTAIDCard.aspx?rtaid=930,No,Awaiting data from the parties,Yes,Yes,Yes,No,No,No,No notification,No,No report,No,No,No,No,No,No,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,https://www.trade.gov.tr/free-trade-agreements/kosovo
319,Türkiye-Lebanon,Türkiye; Lebanon,Signed & Pending ratification,Bilateral,Free Trade Agreement,No,No,No,No,Yes,2010,N/A,N/A,No,No,No report ,Yes,Yes,Yes,No,No,No,No notification,No,No report,No,No,No,No,No,In force,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,https://www.trade.gov.tr/free-trade-agreements/lebanon
320,Türkiye-Libya,Türkiye; Libya,Under Negotiation,Bilateral,Free Trade Agreement,No,No,No,No,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,In force,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://www.trade.gov.tr/free-trade-agreements
321,Türkiye-Macedonia,Türkiye; Macedonia,Entry into Force,Bilateral,Free Trade Agreement,No,No,No,No,Yes,1999,2000,2000,No,No,No report ,Yes,Yes,Yes,No,No,No,No notification,No,No report,No,No,No,No,No,In force,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,https://www.trade.gov.tr/free-trade-agreements/macedonia
322,Türkiye-Mauritius,Türkiye; Mauritius,Entry into Force,Bilateral,Free Trade Agreement,No,No,No,No,Yes,2011,2013,2013,http://rtais.wto.org/UI/PublicShowRTAIDCard.aspx?rtaid=806,2013,Factual Presentation distributed,Yes,Yes,Yes,No,No,No,No notification,No,No report,No,No,No,No,No,Signed,No,No,No,Yes,Yes,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,https://www.trade.gov.tr/free-trade-agreements/mauritius
323,Türkiye-Mexico,Türkiye; Mexico,Under Negotiation,Bilateral,Free Trade Agreement,No,No,No,No,Yes,N/A,N/A,N/A,N/A,N/A,N/A,Yes,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,Yes,N/A,N/A,N/A,In force,N/A,N/A,Yes,Yes,Yes,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,http://www.sice.oas.org/TPD/MEX_TUR/MEX_TUR_e.ASP
324,Türkiye-Montenegro,Türkiye; Montenegro,Entry into Force,Bilateral,Free Trade Agreement,No,No,No,No,Yes,2008,2010,2010,http://rtais.wto.org/UI/PublicShowMemberRTAIDCard.aspx?rtaid=708,2010,Factual Presentation distributed,Yes,Yes,Yes,No,No,No,No notification,No,No report,No,No,No,No,No,Signed,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,https://www.trade.gov.tr/free-trade-agreements/montenegro 
325,Türkiye-Morocco,Türkiye; Morocco,Entry into Force,Bilateral,Free Trade Agreement,No,No,No,No,Yes,2004,2006,2006,http://rtais.wto.org/UI/PublicShowRTAIDCard.aspx?rtaid=29,2006,Factual Presentation distributed,Yes,Yes,Yes,No,No,No,No notification,No,No report,No,No,No,No,No,In force,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,http://docsonline.wto.org/imrd/gen_redirectsearchdirect.asp?RN=0&searchtype=browse&query=@meta_Symbol%22WT/REG209/1%22&language=1&ct=DDFEnglish
326,Türkiye-Palestine,Türkiye; Palestine,Entry into Force,Bilateral,Free Trade Agreement,No,No,No,No,Yes,2004,2005,2005,http://rtais.wto.org/UI/PublicShowRTAIDCard.aspx?rtaid=34,2005,Factual Presentation not distributed  ,No,Yes,Yes,No,No,No,No notification,No,No report,No,No,No,No,No,Signed,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,http://docsonline.wto.org/imrd/gen_redirectsearchdirect.asp?RN=0&searchtype=browse&query=@meta_Symbol%22WT/REG204/1%22&language=1&ct=DDFEnglish
327,Türkiye-Peru,Türkiye; Peru,Under Negotiation,Bilateral,FTA & EIA,No,No,No,No,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,http://www.sice.oas.org/TPD/PER_TUR/PER_TUR_e.ASP
